price,bedroom,bathroom,area(sqft),country,city,address,purpose,furnishing,completion_status,handover,project_name,propert_type
"1,490,000",2 beds,3 baths,"1,202 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Off-Plan,Q1 2025,RA1N Residence,Apartment
"3,120,000",2 beds,3 baths,"1,695 sqft", UAE, Dubai, The Springs,Sale,Unfurnished,Ready,Q1 2025,The Springs 4,Villa
"11,000,000",2 beds,3 baths,"1,836 sqft", UAE, Dubai, Downtown Dubai,Sale,Unfurnished,Off-Plan,Q4 2026,Mercedes-Benz Places,Apartment
"600,000",Studio,1 bath,391 sqft, UAE, Dubai, Jebel Ali,Sale,Furnished,Ready,Q2 2028,Address Grand Downtown,Apartment
"975,000",Studio,1 bath,396 sqft, UAE, Dubai, Business Bay,Sale,Unfurnished,Off-Plan,Q2 2026,Century Tower,Apartment
"1,041,975",1 bed,2 baths,536 sqft, UAE, Dubai,Motor City,Sale,Unfurnished,Off-Plan,Q4 2028,Sobha Solis Tower A,Apartment
"800,000",1 bed,1 bath,542 sqft, UAE, Dubai, Jumeirah Lake Towers (JLT),Sale,Unfurnished,Off-Plan,Q2 2026,Wind Tower I,Apartment
"1,980,000",2 beds,3 baths,991 sqft, UAE, Dubai, Business Bay,Sale,Unfurnished,Ready,Q2 2027,Merano Tower,Apartment
"1,835,000",3 beds,4 baths,"1,882 sqft", UAE, Dubai, DAMAC Hills 2 (Akoya by DAMAC),Sale,Unfurnished,Ready,Q2 2026,Primrose,Villa
"1,250,000",2 beds,3 baths,888 sqft, UAE, Dubai, Jumeirah Lake Towers (JLT),Sale,Unfurnished,Ready,Q3 2026,Murooj Al Furjan,Apartment
"910,000",1 bed,2 baths,770 sqft, UAE, Dubai, Dubai Land Residence Complex,Sale,Unfurnished,Off-Plan,Q1 2027,Coventry Gardens,Apartment
"2,700,000",3 beds,4 baths,"1,393 sqft", UAE, Dubai, Arabian Ranches 3,Sale,Unfurnished,Ready,Q2 2028,Joy,Townhouse
"21,500,000",4 beds,5 baths,"2,840 sqft", UAE, Dubai, Downtown Dubai,Sale,Furnished,Ready,Q2 2028,Kempinski The Boulevard,Apartment
"4,136,000",1 bed,2 baths,"1,174 sqft", UAE, Dubai, Dubai Harbour,Sale,Unfurnished,Off-Plan,Q4 2027,W Residences Dubai Harbour,Apartment
"500,000",Studio,1 bath,348 sqft, UAE, Dubai, Dubai Investment Park (DIP),Sale,Unfurnished,Off-Plan,Q2 2026,Verdana Residence 2,Apartment
"2,199,000",1 bed,2 baths,"1,011 sqft", UAE, Dubai, Downtown Dubai,Sale,Unfurnished,Ready,Q4 2024,Creek Vistas Grande,Apartment
"925,000",1 bed,2 baths,637 sqft, UAE, Dubai, Dubai Production City (IMPZ),Sale,Furnished,Ready,Q4 2024,The Springs 3,Apartment
"725,000",1 bed,2 baths,746 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q2 2025,Ikarus Building,Apartment
"2,700,000",3 beds,4 baths,"1,393 sqft", UAE, Dubai, Arabian Ranches 3,Sale,Unfurnished,Ready,Q4 2026,Joy,Townhouse
"1,550,000",1 bed,2 baths,791 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Off-Plan,Q2 2025,Binghatti Phantom,Apartment
"2,099,999",3 beds,3 baths,"1,557 sqft", UAE, Dubai, Al Furjan,Sale,Furnished,Ready,Q1 2025,V Tower,Apartment
"3,882,000",5 beds,6 baths,"3,324 sqft", UAE, Dubai, Dubailand,Sale,Unfurnished,Off-Plan,Q1 2028,DAMAC Sun City,Townhouse
"1,750,000",1 bed,1 bath,"1,015 sqft", UAE, Dubai, DIFC,Sale,Unfurnished,Ready,Q3 2025,Forum Residences,Apartment
"4,200,000",5 beds,5 baths,"2,404 sqft", UAE, Dubai, DAMAC Lagoons,Sale,Unfurnished,Off-Plan,Q4 2025,Mykonos,Villa
"1,752,282",3 beds,4 baths,"2,549 sqft", UAE, Dubai, International City,Sale,Unfurnished,Ready,Q4 2028,23 Marina,Apartment
"7,600,000",4 beds,5 baths,"6,062 sqft", UAE, Dubai, Al Furjan,Sale,Unfurnished,Ready,Q2 2024,Murooj Al Furjan,Villa
"799,000",Studio,1 bath,415 sqft, UAE, Dubai,Jumeirah Lake Towers (JLT),Sale,Unfurnished,Off-Plan,Q4 2025,Golf Views Seven City,Apartment
"2,000,000",2 beds,3 baths,"1,373 sqft", UAE, Dubai, Downtown Dubai,Sale,Unfurnished,Ready,Q1 2027,Burj Al Nujoom,Apartment
"1,225,000",1 bed,2 baths,728 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Off-Plan,Q4 2024,Regalia by Deyaar,Apartment
"5,700,000",3 beds,3 baths,"2,745 sqft", UAE, Dubai, The Springs,Sale,Unfurnished,Ready,Q2 2027,The Springs 1,Villa
"14,700,000",5 beds,6 baths,"6,913 sqft", UAE, Dubai, The Acres,Sale,Unfurnished,Off-Plan,Q4 2025,The Acres 3 & Estates,Villa
"2,699,890",1 bed,2 baths,912 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Off-Plan,Q1 2029,Tiger Sky Tower,Apartment
"860,000",1 bed,2 baths,738 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q4 2024,Binghatti Azure,Apartment
"2,080,495",2 beds,2 baths,"1,489 sqft", UAE, Dubai, Al Furjan,Sale,Unfurnished,Off-Plan,Q4 2027,Avenue Residence 7,Apartment
"1,499,999",1 bed,1 bath,610 sqft, UAE, Dubai,Dubai Marina,Sale,Furnished,Ready,Q4 2027,Takaya Tower A,Apartment
"1,599,999",Studio,1 bath,601 sqft, UAE, Dubai, Palm Jumeirah,Sale,Furnished,Ready,Q4 2025,Seslia Tower,Apartment
"676,614",Studio,1 bath,392 sqft, UAE, Dubai, Dubai Sports City,Sale,Unfurnished,Off-Plan,Q2 2026,Condor Golf Links 18,Apartment
"599,999",Studio,1 bath,521 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q3 2024,Peninsula Two,Apartment
"1,752,862",2 beds,3 baths,"1,261 sqft", UAE, Dubai, Jumeirah Village Triangle (JVT),Sale,Furnished,Off-Plan,Q4 2026,Lum1nar Tower 2,Apartment
"814,000",Studio,1 bath,529 sqft, UAE, Dubai, Dubai Land Residence Complex,Sale,Unfurnished,Off-Plan,Q3 2027,Samana Park Meadows,Apartment
"4,300,000",3 beds,5 baths,"2,712 sqft", UAE, Dubai, Motor City,Sale,Furnished,Ready,Q3 2026,Havelock Heights,Villa
"749,000",Studio,1 bath,378 sqft, UAE, Dubai, Dubai Silicon Oasis (DSO),Sale,Unfurnished,Off-Plan,Q4 2027,Oasiz 1 by Danube,Apartment
"960,000",1 bed,2 baths,633 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q3 2027,Nima,Apartment
"23,000,000",2 beds,3 baths,"2,657 sqft", UAE, Dubai, Palm Jumeirah,Sale,Furnished,Off-Plan,Q4 2026,Armani Beach Residences,Apartment
"32,000,000",6 beds,8 baths,"10,033 sqft", UAE, Dubai, Tilal Al Ghaf,Sale,Furnished,Off-Plan,Q4 2026,Serenity Mansions,Villa
"1,495,000",1 bed,2 baths,730 sqft, UAE, Dubai, Al Jaddaf,Sale,Furnished,Ready,Q4 2026,Al Furjan West,Apartment
"2,810,000",3 beds,4 baths,"2,204 sqft", UAE, Dubai, Arjan,Sale,Unfurnished,Off-Plan,Q1 2028,The Central Downtown Tower B,Apartment
"2,100,000",3 beds,3 baths,"1,583 sqft", UAE, Dubai, Dubai Marina,Sale,Furnished,Ready,Q1 2026,Marina Pinnacle,Apartment
"2,306,000",1 bed,2 baths,745 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Off-Plan,Q4 2029,Bayz 102 by Danube,Apartment
"4,200,000",5 beds,5 baths,"2,404 sqft", UAE, Dubai, DAMAC Lagoons,Sale,Unfurnished,Off-Plan,Q4 2025,Mykonos,Villa
"580,000",Studio,1 bath,354 sqft, UAE, Dubai, Dubai Studio City,Sale,Unfurnished,Off-Plan,Q2 2025,Azizi Beach Oasis (Mirage 1),Apartment
"1,600,000",Studio,1 bath,533 sqft, UAE, Dubai, Business Bay,Sale,Unfurnished,Ready,Q4 2027,Trillionaire Residences by Binghatti,Apartment
"1,900,000",3 beds,4 baths,"2,013 sqft", UAE, Dubai, International City,Sale,Unfurnished,Ready,Q4 2026,The EDGE Tower A,Townhouse
"1,200,000",1 bed,2 baths,875 sqft, UAE, Dubai, Jumeirah Village Triangle (JVT),Sale,Unfurnished,Ready,Q4 2028,District One,Apartment
"3,393,888",2 beds,2 baths,"1,152 sqft", UAE, Dubai, Dubai Creek Harbour,Sale,Unfurnished,Ready,Q1 2027,Cove Living Residence By Imtiaz,Apartment
"1,600,000",1 bed,2 baths,524 sqft, UAE, Dubai, Meydan City,Sale,Furnished,Ready,Q1 2027,CANAL CROWN,Apartment
"3,400,000",4 beds,4 baths,"3,165 sqft", UAE, Dubai, The Valley by Emaar,Sale,Unfurnished,Off-Plan,Q4 2025,Orania,Villa
"1,298,000",1 bed,2 baths,"1,098 sqft", UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q3 2029,Windsor Manor,Apartment
"1,745,125",1 bed,2 baths,873 sqft, UAE, Dubai, Dubai Investment Park (DIP),Sale,Unfurnished,Off-Plan,Q4 2025,Verdana Residence,Apartment
"1,800,000",2 beds,3 baths,"1,235 sqft", UAE, Dubai, Wasl Gate,Sale,Unfurnished,Off-Plan,Q3 2027,Hillside Residences,Apartment
"2,990,000",2 beds,2 baths,"1,218 sqft", UAE, Dubai, Business Bay,Sale,Furnished,Off-Plan,Q4 2029,Bayz 102 by Danube,Apartment
"750,000",Studio,1 bath,300 sqft, UAE, Dubai, Meydan City,Sale,Unfurnished,Ready,Q1 2026,Arbor View,Apartment
"1,250,000",1 bed,2 baths,678 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Furnished,Off-Plan,Q4 2024,Binghatti Azure,Apartment
"2,800,000",3 beds,3 baths,"1,927 sqft", UAE, Dubai, Dubailand,Sale,Unfurnished,Ready,Q4 2024,UNA Apartments,Townhouse
"2,250,000",1 bed,1 bath,970 sqft, UAE, Dubai, Dubai Marina,Sale,Unfurnished,Off-Plan,Q4 2029,Marina Cove,Apartment
"825,000",1 bed,2 baths,753 sqft, UAE, Dubai, Jumeirah Village Triangle (JVT),Sale,Furnished,Off-Plan,Q4 2027,Guzel Towers Block A,Apartment
"1,350,000",1 bed,2 baths,570 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Off-Plan,Q4 2026,The EDGE Tower A,Apartment
"5,350,000",3 beds,4 baths,"1,954 sqft", UAE, Dubai, Umm Suqeim,Sale,Unfurnished,Off-Plan,Q1 2026,Lamaa Building 4,Apartment
"1,900,000",1 bed,1 bath,642 sqft, UAE, Dubai, Dubai Creek Harbour,Sale,Unfurnished,Ready,Q2 2025,Creek Palace,Apartment
"565,000",Studio,1 bath,454 sqft, UAE, Dubai, Dubai Sports City,Sale,Furnished,Ready,Q2 2028,Giovanni Boutique Suites,Apartment
"2,290,000",1 bed,2 baths,750 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Off-Plan,Q4 2029,Bayz 102 by Danube,Apartment
"1,138,000",2 beds,4 baths,"1,343 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q1 2027,Rove Home Marasi Drive,Apartment
"3,823,000",5 beds,6 baths,"3,324 sqft", UAE, Dubai, Dubailand,Sale,Unfurnished,Off-Plan,Q1 2028,DAMAC Sun City,Townhouse
"1,080,000",Studio,1 bath,432 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q2 2026,MAG 318,Apartment
"1,150,000",2 beds,3 baths,"1,114 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q4 2027,Vanguard by Frank Muller,Apartment
"15,200,000",5 beds,6 baths,"5,833 sqft", UAE, Dubai, Dubai Sports City,Sale,Unfurnished,Ready,Q1 2026,Q Gardens Lofts 2,Villa
"2,700,000",1 bed,2 baths,809 sqft, UAE, Dubai, Business Bay,Sale,Unfurnished,Off-Plan,Q1 2027,Canal Heights 2,Apartment
"1,709,000",1 bed,1 bath,722 sqft, UAE, Dubai, Sobha Hartland,Sale,Unfurnished,Off-Plan,Q2 2026,Creek Vistas Heights Tower A,Apartment
"5,500,000",3 beds,4 baths,"3,058 sqft", UAE, Dubai, Nad Al Sheba,Sale,Unfurnished,Off-Plan,Q4 2024,Allegro Residences,Townhouse
"980,000",1 bed,2 baths,893 sqft, UAE, Dubai, Al Furjan,Sale,Furnished,Ready,Q4 2026,Azizi Roy Mediterranean,Apartment
"1,400,000",1 bed,2 baths,602 sqft, UAE, Dubai, Al Jaddaf,Sale,Furnished,Ready,Q4 2024,Coral by Vision,Apartment
"1,411,000",2 beds,3 baths,"1,031 sqft", UAE, Dubai, Dubai Investment Park (DIP),Sale,Unfurnished,Off-Plan,Q2 2028,Marine 3,Apartment
"2,450,000",3 beds,4 baths,"1,553 sqft", UAE, Dubai, Dubai South,Sale,Unfurnished,Ready,Q1 2027,CANAL CROWN,Villa
"1,500,000",2 beds,3 baths,952 sqft, UAE, Dubai, Culture Village (Jaddaf Waterfront),Sale,Furnished,Ready,Q4 2026,The Pearl,Apartment
"1,050,000",Studio,1 bath,460 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q1 2025,Palazzo Versace,Apartment
"2,920,000",3 beds,4 baths,"1,573 sqft", UAE, Dubai, Dubai South,Sale,Unfurnished,Off-Plan,Q3 2029,Azizi Venice,Apartment
"2,150,000",2 beds,3 baths,"1,135 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q3 2026,K1 Building,Apartment
"1,260,000",1 bed,2 baths,864 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q2 2028,Pine,Apartment
"1,937,000",1 bed,2 baths,866 sqft, UAE, Dubai, Dubai Islands,Sale,Unfurnished,Off-Plan,Q2 2028,Bay Grove Residences C Building 10,Apartment
"1,957,000",1 bed,2 baths,867 sqft, UAE, Dubai, Dubai Islands,Sale,Unfurnished,Off-Plan,Q2 2028,Bay Grove Residences C Building 11,Apartment
"2,500,000",2 beds,3 baths,950 sqft, UAE, Dubai, Bukadra,Sale,Unfurnished,Off-Plan,Q4 2027,360 Riverside Crescent,Apartment
"1,300,000",1 bed,2 baths,928 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Off-Plan,Q2 2025,Riviera Chalet,Apartment
"2,650,000",1 bed,1 bath,732 sqft, UAE, Dubai, Dubai Harbour,Sale,Unfurnished,Off-Plan,Q4 2025,DAMAC Paramount Tower (Midtown) Hotel And Residences,Apartment
"1,785,000",2 beds,3 baths,"1,226 sqft", UAE, Dubai, Dubai Production City (IMPZ),Sale,Furnished,Ready,Q2 2026,Society House,Apartment
"1,750,000",1 bed,2 baths,715 sqft, UAE, Dubai, Bukadra,Sale,Unfurnished,Off-Plan,Q2 2027,330 Riverside Crescent,Apartment
"1,749,999",Studio,1 bath,377 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Off-Plan,Q2 2028,Bayz 101,Apartment
"1,260,000",2 beds,2 baths,970 sqft, UAE, Dubai, DAMAC Hills 2 (Akoya by DAMAC),Sale,Unfurnished,Off-Plan,Q2 2027,ELO 3,Apartment
"620,000",Studio,1 bath,524 sqft, UAE, Dubai, Jumeirah Village Triangle (JVT),Sale,Unfurnished,Ready,Q2 2027,The Cosmopolitan (Damac Maison),Apartment
"635,000",Studio,1 bath,388 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q2 2027,ELO 3,Apartment
"6,750,000",4 beds,4 baths,"5,375 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q4 2026,JVC District 10,Villa
"4,200,000",5 beds,5 baths,"2,404 sqft", UAE, Dubai, DAMAC Lagoons,Sale,Unfurnished,Off-Plan,Q4 2025,Mykonos,Villa
"1,699,000",2 beds,3 baths,"1,191 sqft", UAE, Dubai, Al Jaddaf,Sale,Unfurnished,Off-Plan,Q1 2026,Binghatti Starlight,Apartment
"2,174,728",1 bed,2 baths,"1,082 sqft", UAE, Dubai, Bukadra,Sale,Unfurnished,Off-Plan,Q4 2029,Skyscape Avenue,Apartment
"3,200,000",2 beds,2 baths,"1,466 sqft", UAE, Dubai, Jumeirah Beach Residence (JBR),Sale,Unfurnished,Ready,Q2 2026,Creek Vistas Heights Tower A,Apartment
"1,315,000",2 beds,2 baths,754 sqft, UAE, Dubai, Dubai Silicon Oasis (DSO),Sale,Furnished,Off-Plan,Q4 2027,Oasiz 2 by Danube,Apartment
"1,468,144",1 bed,2 baths,699 sqft, UAE, Dubai,Business Bay,Sale,Unfurnished,Off-Plan,Q1 2028,Madinat Jumeirah Living,Apartment
"1,350,000",1 bed,2 baths,570 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Off-Plan,Q4 2026,The EDGE Tower A,Apartment
"1,649,999",1 bed,2 baths,784 sqft, UAE, Dubai, Sobha Hartland,Sale,Unfurnished,Ready,Q4 2026,Creek Vistas Grande,Apartment
"1,690,000",2 beds,3 baths,"1,108 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q4 2027,Parkside Boulevard by Tabeer,Apartment
"1,500,000",1 bed,1 bath,766 sqft, UAE, Dubai, City of Arabia,Sale,Unfurnished,Off-Plan,Q1 2026,MAG 330,Apartment
"1,200,000",1 bed,1 bath,590 sqft, UAE, Dubai, Culture Village (Jaddaf Waterfront),Sale,Unfurnished,Ready,Q1 2028,Boutique XII,Apartment
"3,230,000",3 beds,3 baths,"2,385 sqft", UAE, Dubai, Reem,Sale,Unfurnished,Ready,Q4 2029,Marina Cove,Villa
"620,000",Studio,1 bath,423 sqft, UAE, Dubai, Arjan,Sale,Furnished,Ready,Q3 2029,Jewelz by Danube,Apartment
"1,275,000",1 bed,2 baths,951 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q1 2025,Green Community West,Apartment
"875,000",1 bed,2 baths,833 sqft, UAE, Dubai, Dubai Land Residence Complex,Sale,Unfurnished,Ready,Q2 2025,4Direction Residence 1,Apartment
"3,111,000",5 beds,6 baths,"3,542 sqft", UAE, Dubai, DAMAC Hills 2 (Akoya by DAMAC),Sale,Unfurnished,Off-Plan,Q1 2027,Park Greens,Villa
"775,000",1 bed,2 baths,952 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q2 2027,Forest City Tower,Apartment
"1,768,000",3 beds,3 baths,"1,814 sqft", UAE, Dubai, Living Legends,Sale,Unfurnished,Off-Plan,Q2 2027,Rapunzel Tower,Apartment
"1,600,000",1 bed,1 bath,980 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q3 2026,Symphony on the Park,Apartment
"1,847,058",1 bed,2 baths,971 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Off-Plan,Q4 2024,Dawn by Binghatti,Apartment
"5,100,000",2 beds,3 baths,"1,743 sqft", UAE, Dubai, DIFC,Sale,Furnished,Ready,Q3 2026,Index Tower,Apartment
"1,780,000",3 beds,4 baths,"2,013 sqft", UAE, Dubai, International City,Sale,Unfurnished,Ready,Q4 2027,Vanguard by Frank Muller,Townhouse
"7,600,000",4 beds,5 baths,"6,062 sqft", UAE, Dubai, Al Furjan,Sale,Unfurnished,Ready,Q2 2026,Murooj Al Furjan,Villa
"4,950,000",1 bed,2 baths,"1,047 sqft", UAE, Dubai, Dubai Harbour,Sale,Unfurnished,Off-Plan,Q4 2027,W Residences Dubai Harbour,Apartment
"1,100,000",Studio,1 bath,333 sqft, UAE, Dubai, Meydan City,Sale,Furnished,Off-Plan,Q1 2025,Azizi Riviera 59 ,Apartment
"760,000",Studio,1 bath,360 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q4 2025,The Cosmopolitan (Damac Maison),Apartment
"1,500,000",3 beds,3 baths,"2,400 sqft", UAE, Dubai, International City,Sale,Unfurnished,Ready,Q2 2025,Marina Pinnacle,Townhouse
"1,899,999",2 beds,3 baths,"1,539 sqft", UAE, Dubai, Arjan,Sale,Unfurnished,Ready,Q3 2026,Welcome Residency,Apartment
"1,080,000",Studio,1 bath,432 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q2 2026,MAG 318,Apartment
"795,000",1 bed,3 baths,879 sqft, UAE, Dubai, Dubai South,Sale,Unfurnished,Ready,Q3 2025,Creek Vistas Grande,Apartment
"1,590,000",2 beds,3 baths,"1,228 sqft", UAE, Dubai, Arjan,Sale,Unfurnished,Off-Plan,Q1 2025,Elevate by Prescott,Apartment
"700,000",Studio,1 bath,553 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q4 2025,The Roof Residence,Apartment
"2,100,000",2 beds,3 baths,"1,530 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q4 2024,BURJ PACIFIC,Apartment
"7,641,420",3 beds,3 baths,"3,049 sqft", UAE, Dubai, Dubai Marina,Sale,Unfurnished,Off-Plan,Q2 2028,Kempinski Residences Marina,Apartment
"7,250,000",4 beds,5 baths,"6,135 sqft", UAE, Dubai, Al Furjan,Sale,Unfurnished,Off-Plan,Q4 2024,Jardin Astral,Villa
"880,000",Studio,1 bath,482 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q2 2025,The Cosmopolitan (Damac Maison),Apartment
"680,000",Studio,1 bath,415 sqft, UAE, Dubai,Jumeirah Lake Towers (JLT),Sale,Unfurnished,Off-Plan,Q4 2025,Golf Views Seven City,Apartment
"5,500,000",3 beds,4 baths,"1,532 sqft", UAE, Dubai, Downtown Dubai,Sale,Unfurnished,Ready,Q2 2025,Kempinski Central Avenue Dubai,Apartment
"1,700,000",1 bed,1 bath,573 sqft, UAE, Dubai, Business Bay,Sale,Unfurnished,Off-Plan,Q4 2026,The EDGE Tower A,Apartment
"2,500,000",3 beds,4 baths,"1,861 sqft", UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q4 2025,The Cosmopolitan (Damac Maison),Apartment
"1,649,999",1 bed,2 baths,784 sqft, UAE, Dubai, Sobha Hartland,Sale,Unfurnished,Ready,Q4 2024,Creek Vistas Grande,Apartment
"1,900,000",1 bed,2 baths,736 sqft, UAE, Dubai, Bukadra,Sale,Unfurnished,Off-Plan,Q2 2027,330 Riverside Crescent,Apartment
"4,287,088",2 beds,3 baths,"1,663 sqft", UAE, Dubai, Business Bay,Sale,Unfurnished,Ready,Q4 2026,Armani Beach Residences,Apartment
"725,000",1 bed,2 baths,640 sqft, UAE, Dubai, Dubai South,Sale,Unfurnished,Ready,Q1 2027,The Ponderosa,Apartment
"5,875,000",1 bed,2 baths,"1,118 sqft", UAE, Dubai, Bluewaters Island,Sale,Furnished,Ready,Q4 2027,The Community - Sports Arena,Apartment
"3,600,000",3 beds,3 baths,"1,998 sqft", UAE, Dubai, Dubai Marina,Sale,Unfurnished,Ready,Q2 2028,Princess Tower,Apartment
"999,000",Studio,1 bath,704 sqft, UAE, Dubai, Business Bay,Sale,Unfurnished,Ready,Q1 2027,Fairview Residency,Apartment
"4,000,000",2 beds,3 baths,"1,560 sqft", UAE, Dubai, Downtown Dubai,Sale,Furnished,Ready,Q1 2027,Marquise Square,Apartment
"9,000,000",4 beds,5 baths,"5,619 sqft", UAE, Dubai, Jumeirah Park,Sale,Furnished,Ready,Q4 2027,Legacy,Villa
"1,850,000",1 bed,1 bath,745 sqft, UAE, Dubai, Umm Suqeim,Sale,Unfurnished,Off-Plan,Q4 2028,Sobha Solis Tower C,Apartment
"999,990",1 bed,1 bath,753 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q4 2024,Viridian,Apartment
"1,750,000",1 bed,1 bath,684 sqft, UAE, Dubai, Dubai Creek Harbour,Sale,Furnished,Ready,Q3 2027,Nima,Apartment
"850,000",1 bed,2 baths,657 sqft, UAE, Dubai, Dubai Production City (IMPZ),Sale,Furnished,Ready,Q4 2024,Dawn by Binghatti,Apartment
"700,000",1 bed,1 bath,664 sqft, UAE, Dubai, Dubai Sports City,Sale,Furnished,Ready,Q2 2028,Tennis Tower,Apartment
"1,100,000",1 bed,2 baths,811 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Furnished,Ready,Q4 2027,Evora Residence,Apartment
"530,000",Studio,1 bath,449 sqft, UAE, Dubai, Dubai South,Sale,Furnished,Ready,Q4 2026,Green Community West,Apartment
"1,249,999",Studio,1 bath,431 sqft, UAE, Dubai, Business Bay,Sale,Unfurnished,Ready,Q1 2027,Azurline Residences by MAAS Developers ,Apartment
"650,000",1 bed,1 bath,431 sqft, UAE, Dubai, DAMAC Hills,Sale,Furnished,Ready,Q2 2028,Samana Resorts,Apartment
"680,000",Studio,1 bath,316 sqft, UAE, Dubai, Al Jaddaf,Sale,Furnished,Ready,Q4 2024,Platinum Residence 1,Apartment
"619,999",Studio,1 bath,441 sqft, UAE, Dubai, Dubai Production City (IMPZ),Sale,Furnished,Ready,Q2 2027,DAMAC Maison Majestine,Apartment
"1,750,000",1 bed,1 bath,"1,015 sqft", UAE, Dubai, DIFC,Sale,Unfurnished,Ready,Q3 2025,Forum Residences,Apartment
"450,000",Studio,1 bath,500 sqft, UAE, Dubai, Dubai Production City (IMPZ),Sale,Unfurnished,Ready,Q1 2027,Oak Yard,Apartment
"3,565,500",2 beds,3 baths,"1,935 sqft", UAE, Dubai, Sobha Hartland,Sale,Unfurnished,Off-Plan,Q2 2026,Sobha Crest Grande,Apartment
"3,110,888",2 beds,2 baths,"1,295 sqft", UAE, Dubai, Mina Rashid,Sale,Unfurnished,Off-Plan,Q4 2028,Marina Place 2,Apartment
"1,459,644",1 bed,2 baths,893 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Furnished,Off-Plan,Q2 2027,Electra,Apartment
"6,000,000",3 beds,4 baths,"2,524 sqft", UAE, Dubai, Palm Jumeirah,Sale,Unfurnished,Ready,Q4 2022,Hamilton Residency,Apartment
"1,780,000",3 beds,4 baths,"1,657 sqft", UAE, Dubai, International City,Sale,Unfurnished,Ready,Q2 2025,Marina Pinnacle,Townhouse
"1,900,000",2 beds,2 baths,"1,419 sqft", UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q3 2026,The Cosmopolitan (Damac Maison),Apartment
"1,900,000",3 beds,4 baths,"2,013 sqft", UAE, Dubai, International City,Sale,Unfurnished,Ready,Q4 2026,Bella Casa,Townhouse
"2,000,000",3 beds,3 baths,"1,466 sqft", UAE, Dubai, Dubai Studio City,Sale,Unfurnished,Off-Plan,Q2 2025,Samana Mykonos,Apartment
"2,690,000",2 beds,2 baths,"1,221 sqft", UAE, Dubai, Business Bay,Sale,Unfurnished,Ready,Q4 2025,DAMAC Paramount Tower (Midtown) Hotel And Residences,Apartment
"5,700,000",3 beds,3 baths,"2,745 sqft", UAE, Dubai, The Springs,Sale,Unfurnished,Ready,Q2 2029,The Springs 1,Villa
"7,400,000",5 beds,6 baths,"7,900 sqft", UAE, Dubai, Mudon,Sale,Unfurnished,Ready,Q4 2027,Rahat,Villa
"3,700,000",3 beds,5 baths,"2,851 sqft", UAE, Dubai, Dubai South,Sale,Furnished,Ready,Q4 2026,Sunset Bay by Imtiaz,Townhouse
